Branch,Job Role,Course Name,Platform,Course Link
Computer Science and Engineering (Data Science),Field/Application Engineer,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Computer Science and Engineering (Data Science),Field/Application Engineer,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Computer Science and Engineering (Data Science),Field/Application Engineer,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Computer Science and Engineering (Data Science),Field/Application Engineer,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Computer Science and Engineering (Data Science),Project Engineer (Junior),Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Computer Science and Engineering (Data Science),Project Engineer (Junior),Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Computer Science and Engineering (Data Science),Project Engineer (Junior),Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Computer Science and Engineering (Data Science),Project Engineer (Junior),AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Computer Science and Engineering (Data Science),Project Engineer (Junior),Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Computer Science and Engineering (Data Science),Project Engineer (Junior),Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Computer Science and Engineering (Data Science),Specialisation-based Entry Role,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Computer Science and Engineering (Data Science),Specialisation-based Entry Role,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Computer Science and Engineering (Data Science),Specialisation-based Entry Role,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Computer Science and Engineering (Data Science),Specialisation-based Entry Role,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Computer Science and Engineering (Data Science),Specialisation-based Entry Role,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Computer Science and Engineering (Data Science),Specialisation-based Entry Role,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Computer Science and Engineering (Cyber Security),Graduate Engineer Trainee,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Computer Science and Engineering (Cyber Security),Graduate Engineer Trainee,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Computer Science and Engineering (Cyber Security),Graduate Engineer Trainee,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Computer Science and Engineering (Cyber Security),Graduate Engineer Trainee,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Computer Science and Engineering (Cyber Security),Graduate Engineer Trainee,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Computer Science and Engineering (Cyber Security),Graduate Engineer Trainee,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Computer Science and Engineering (Cyber Security),Design Engineer (Entry Level),Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Computer Science and Engineering (Cyber Security),Design Engineer (Entry Level),Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Computer Science and Engineering (Cyber Security),Design Engineer (Entry Level),Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Computer Science and Engineering (Cyber Security),Design Engineer (Entry Level),AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Computer Science and Engineering (Cyber Security),Design Engineer (Entry Level),Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Computer Science and Engineering (Cyber Security),Design Engineer (Entry Level),Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Computer Science and Engineering (Cyber Security),Production/Manufacturing Engineer,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Computer Science and Engineering (Cyber Security),Production/Manufacturing Engineer,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Computer Science and Engineering (Cyber Security),Production/Manufacturing Engineer,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Computer Science and Engineering (Cyber Security),Production/Manufacturing Engineer,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Computer Science and Engineering (Cyber Security),Production/Manufacturing Engineer,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Computer Science and Engineering (Cyber Security),Production/Manufacturing Engineer,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Computer Science and Engineering (Cyber Security),Quality Assurance Engineer,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Computer Science and Engineering (Cyber Security),Quality Assurance Engineer,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Computer Science and Engineering (Cyber Security),Quality Assurance Engineer,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Computer Science and Engineering (Cyber Security),Quality Assurance Engineer,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Computer Science and Engineering (Cyber Security),Quality Assurance Engineer,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Computer Science and Engineering (Cyber Security),Quality Assurance Engineer,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Computer Science and Engineering (Cyber Security),R&D Engineer (Entry Level),Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Computer Science and Engineering (Cyber Security),R&D Engineer (Entry Level),Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Computer Science and Engineering (Cyber Security),R&D Engineer (Entry Level),Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Computer Science and Engineering (Cyber Security),R&D Engineer (Entry Level),AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Computer Science and Engineering (Cyber Security),R&D Engineer (Entry Level),Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Computer Science and Engineering (Cyber Security),R&D Engineer (Entry Level),Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Computer Science and Engineering (Cyber Security),Maintenance/Operations Engineer,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Computer Science and Engineering (Cyber Security),Maintenance/Operations Engineer,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Computer Science and Engineering (Cyber Security),Maintenance/Operations Engineer,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Computer Science and Engineering (Cyber Security),Maintenance/Operations Engineer,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Computer Science and Engineering (Cyber Security),Maintenance/Operations Engineer,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Computer Science and Engineering (Cyber Security),Maintenance/Operations Engineer,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Computer Science and Engineering (Cyber Security),Testing/Validation Engineer,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Computer Science and Engineering (Cyber Security),Testing/Validation Engineer,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Computer Science and Engineering (Cyber Security),Testing/Validation Engineer,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Computer Science and Engineering (Cyber Security),Testing/Validation Engineer,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Computer Science and Engineering (Cyber Security),Testing/Validation Engineer,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Computer Science and Engineering (Cyber Security),Testing/Validation Engineer,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Computer Science and Engineering (Cyber Security),Field/Application Engineer,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Computer Science and Engineering (Cyber Security),Field/Application Engineer,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Computer Science and Engineering (Cyber Security),Field/Application Engineer,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Computer Science and Engineering (Cyber Security),Field/Application Engineer,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Computer Science and Engineering (Cyber Security),Field/Application Engineer,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Computer Science and Engineering (Cyber Security),Field/Application Engineer,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Computer Science and Engineering (Cyber Security),Project Engineer (Junior),Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Computer Science and Engineering (Cyber Security),Project Engineer (Junior),Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Computer Science and Engineering (Cyber Security),Project Engineer (Junior),Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Computer Science and Engineering (Cyber Security),Project Engineer (Junior),AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Computer Science and Engineering (Cyber Security),Project Engineer (Junior),Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Computer Science and Engineering (Cyber Security),Project Engineer (Junior),Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Computer Science and Engineering (Cyber Security),Specialisation-based Entry Role,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Computer Science and Engineering (Cyber Security),Specialisation-based Entry Role,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Computer Science and Engineering (Cyber Security),Specialisation-based Entry Role,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Computer Science and Engineering (Cyber Security),Specialisation-based Entry Role,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Computer Science and Engineering (Cyber Security),Specialisation-based Entry Role,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Computer Science and Engineering (Cyber Security),Specialisation-based Entry Role,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Computer Science and Engineering (Internet of Things),Graduate Engineer Trainee,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Computer Science and Engineering (Internet of Things),Graduate Engineer Trainee,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Computer Science and Engineering (Internet of Things),Graduate Engineer Trainee,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Computer Science and Engineering (Internet of Things),Graduate Engineer Trainee,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Computer Science and Engineering (Internet of Things),Graduate Engineer Trainee,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Computer Science and Engineering (Internet of Things),Graduate Engineer Trainee,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Computer Science and Engineering (Internet of Things),Design Engineer (Entry Level),Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Computer Science and Engineering (Internet of Things),Design Engineer (Entry Level),Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Computer Science and Engineering (Internet of Things),Design Engineer (Entry Level),Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Computer Science and Engineering (Internet of Things),Design Engineer (Entry Level),AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Computer Science and Engineering (Internet of Things),Design Engineer (Entry Level),Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Computer Science and Engineering (Internet of Things),Design Engineer (Entry Level),Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Computer Science and Engineering (Internet of Things),Production/Manufacturing Engineer,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Computer Science and Engineering (Internet of Things),Production/Manufacturing Engineer,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Computer Science and Engineering (Internet of Things),Production/Manufacturing Engineer,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Computer Science and Engineering (Internet of Things),Production/Manufacturing Engineer,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Computer Science and Engineering (Internet of Things),Production/Manufacturing Engineer,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Computer Science and Engineering (Internet of Things),Production/Manufacturing Engineer,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Computer Science and Engineering (Internet of Things),Quality Assurance Engineer,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Computer Science and Engineering (Internet of Things),Quality Assurance Engineer,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Computer Science and Engineering (Internet of Things),Quality Assurance Engineer,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Computer Science and Engineering (Internet of Things),Quality Assurance Engineer,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Computer Science and Engineering (Internet of Things),Quality Assurance Engineer,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Computer Science and Engineering (Internet of Things),Quality Assurance Engineer,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Computer Science and Engineering (Internet of Things),R&D Engineer (Entry Level),Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Computer Science and Engineering (Internet of Things),R&D Engineer (Entry Level),Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Computer Science and Engineering (Internet of Things),R&D Engineer (Entry Level),Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Computer Science and Engineering (Internet of Things),R&D Engineer (Entry Level),AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Computer Science and Engineering (Internet of Things),R&D Engineer (Entry Level),Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Computer Science and Engineering (Internet of Things),R&D Engineer (Entry Level),Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Computer Science and Engineering (Internet of Things),Maintenance/Operations Engineer,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Computer Science and Engineering (Internet of Things),Maintenance/Operations Engineer,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Computer Science and Engineering (Internet of Things),Maintenance/Operations Engineer,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Computer Science and Engineering (Internet of Things),Maintenance/Operations Engineer,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Computer Science and Engineering (Internet of Things),Maintenance/Operations Engineer,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Computer Science and Engineering (Internet of Things),Maintenance/Operations Engineer,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Computer Science and Engineering (Internet of Things),Testing/Validation Engineer,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Computer Science and Engineering (Internet of Things),Testing/Validation Engineer,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Computer Science and Engineering (Internet of Things),Testing/Validation Engineer,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Computer Science and Engineering (Internet of Things),Testing/Validation Engineer,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Computer Science and Engineering (Internet of Things),Testing/Validation Engineer,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Computer Science and Engineering (Internet of Things),Testing/Validation Engineer,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Computer Science and Engineering (Internet of Things),Field/Application Engineer,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Computer Science and Engineering (Internet of Things),Field/Application Engineer,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Computer Science and Engineering (Internet of Things),Field/Application Engineer,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Computer Science and Engineering (Internet of Things),Field/Application Engineer,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Computer Science and Engineering (Internet of Things),Field/Application Engineer,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Computer Science and Engineering (Internet of Things),Field/Application Engineer,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Computer Science and Engineering (Internet of Things),Project Engineer (Junior),Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Computer Science and Engineering (Internet of Things),Project Engineer (Junior),Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Computer Science and Engineering (Internet of Things),Project Engineer (Junior),Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Computer Science and Engineering (Internet of Things),Project Engineer (Junior),AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Computer Science and Engineering (Internet of Things),Project Engineer (Junior),Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Computer Science and Engineering (Internet of Things),Project Engineer (Junior),Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Computer Science and Engineering (Internet of Things),Specialisation-based Entry Role,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Computer Science and Engineering (Internet of Things),Specialisation-based Entry Role,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Computer Science and Engineering (Internet of Things),Specialisation-based Entry Role,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Computer Science and Engineering (Internet of Things),Specialisation-based Entry Role,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Computer Science and Engineering (Internet of Things),Specialisation-based Entry Role,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Computer Science and Engineering (Internet of Things),Specialisation-based Entry Role,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Computer Science and Engineering (IoT and Cyber Security,Graduate Engineer Trainee,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Computer Science and Engineering (IoT and Cyber Security,Graduate Engineer Trainee,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Computer Science and Engineering (IoT and Cyber Security,Graduate Engineer Trainee,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Computer Science and Engineering (IoT and Cyber Security,Graduate Engineer Trainee,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Computer Science and Engineering (IoT and Cyber Security,Graduate Engineer Trainee,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Computer Science and Engineering (IoT and Cyber Security,Graduate Engineer Trainee,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Computer Science and Engineering (IoT and Cyber Security,Design Engineer (Entry Level),Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Computer Science and Engineering (IoT and Cyber Security,Design Engineer (Entry Level),Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Computer Science and Engineering (IoT and Cyber Security,Design Engineer (Entry Level),Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Computer Science and Engineering (IoT and Cyber Security,Design Engineer (Entry Level),AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Computer Science and Engineering (IoT and Cyber Security,Design Engineer (Entry Level),Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Computer Science and Engineering (IoT and Cyber Security,Design Engineer (Entry Level),Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Computer Science and Engineering (IoT and Cyber Security,Production/Manufacturing Engineer,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Computer Science and Engineering (IoT and Cyber Security,Production/Manufacturing Engineer,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Computer Science and Engineering (IoT and Cyber Security,Production/Manufacturing Engineer,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Computer Science and Engineering (IoT and Cyber Security,Production/Manufacturing Engineer,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Computer Science and Engineering (IoT and Cyber Security,Production/Manufacturing Engineer,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Computer Science and Engineering (IoT and Cyber Security,Production/Manufacturing Engineer,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Computer Science and Engineering (IoT and Cyber Security,Quality Assurance Engineer,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Computer Science and Engineering (IoT and Cyber Security,Quality Assurance Engineer,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Computer Science and Engineering (IoT and Cyber Security,Quality Assurance Engineer,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Computer Science and Engineering (IoT and Cyber Security,Quality Assurance Engineer,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Computer Science and Engineering (IoT and Cyber Security,Quality Assurance Engineer,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Computer Science and Engineering (IoT and Cyber Security,Quality Assurance Engineer,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Computer Science and Engineering (IoT and Cyber Security,R&D Engineer (Entry Level),Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Computer Science and Engineering (IoT and Cyber Security,R&D Engineer (Entry Level),Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Computer Science and Engineering (IoT and Cyber Security,R&D Engineer (Entry Level),Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Computer Science and Engineering (IoT and Cyber Security,R&D Engineer (Entry Level),AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Computer Science and Engineering (IoT and Cyber Security,R&D Engineer (Entry Level),Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Computer Science and Engineering (IoT and Cyber Security,R&D Engineer (Entry Level),Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Computer Science and Engineering (IoT and Cyber Security,Maintenance/Operations Engineer,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Computer Science and Engineering (IoT and Cyber Security,Maintenance/Operations Engineer,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Computer Science and Engineering (IoT and Cyber Security,Maintenance/Operations Engineer,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Computer Science and Engineering (IoT and Cyber Security,Maintenance/Operations Engineer,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Computer Science and Engineering (IoT and Cyber Security,Maintenance/Operations Engineer,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Computer Science and Engineering (IoT and Cyber Security,Maintenance/Operations Engineer,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Computer Science and Engineering (IoT and Cyber Security,Testing/Validation Engineer,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Computer Science and Engineering (IoT and Cyber Security,Testing/Validation Engineer,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Computer Science and Engineering (IoT and Cyber Security,Testing/Validation Engineer,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Computer Science and Engineering (IoT and Cyber Security,Testing/Validation Engineer,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Computer Science and Engineering (IoT and Cyber Security,Testing/Validation Engineer,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Computer Science and Engineering (IoT and Cyber Security,Testing/Validation Engineer,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Computer Science and Engineering (IoT and Cyber Security,Field/Application Engineer,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Computer Science and Engineering (IoT and Cyber Security,Field/Application Engineer,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Computer Science and Engineering (IoT and Cyber Security,Field/Application Engineer,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Computer Science and Engineering (IoT and Cyber Security,Field/Application Engineer,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Computer Science and Engineering (IoT and Cyber Security,Field/Application Engineer,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Computer Science and Engineering (IoT and Cyber Security,Field/Application Engineer,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Computer Science and Engineering (IoT and Cyber Security,Project Engineer (Junior),Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Computer Science and Engineering (IoT and Cyber Security,Project Engineer (Junior),Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Computer Science and Engineering (IoT and Cyber Security,Project Engineer (Junior),Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Computer Science and Engineering (IoT and Cyber Security,Project Engineer (Junior),AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Computer Science and Engineering (IoT and Cyber Security,Project Engineer (Junior),Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Computer Science and Engineering (IoT and Cyber Security,Project Engineer (Junior),Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Computer Science and Engineering (IoT and Cyber Security,Specialisation-based Entry Role,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Computer Science and Engineering (IoT and Cyber Security,Specialisation-based Entry Role,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Computer Science and Engineering (IoT and Cyber Security,Specialisation-based Entry Role,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Computer Science and Engineering (IoT and Cyber Security,Specialisation-based Entry Role,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Computer Science and Engineering (IoT and Cyber Security,Specialisation-based Entry Role,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Computer Science and Engineering (IoT and Cyber Security,Specialisation-based Entry Role,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Information Technology,Graduate Engineer Trainee,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Information Technology,Graduate Engineer Trainee,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Information Technology,Graduate Engineer Trainee,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Information Technology,Graduate Engineer Trainee,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Information Technology,Graduate Engineer Trainee,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Information Technology,Graduate Engineer Trainee,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
