ALL UNIVERSITIES,,,,,,
(As on Date:  12-2-2026  15:20:32),,,,,,
Aishe Code,Name,State,District,Website,Year Of Establishment,Location
U-0739,"MADAN MOHAN MALAVIYA UNIVERSITY OF TECHNOLOGY,",Uttar Pradesh,Gorakhpur,www.mmmut.ac.in,1962,Urban
U-1068,Madhabdev University,Assam,Lakhimpur,madhabdevuniversity.ac.in,2019,Rural
U-1329,Madhav Institute of Technology and Science,Madhya Pradesh,Gwalior,www.mitsgwalior.in,-,Urban
U-0698,MADHAV UNIVERSITY,Rajasthan,Sirohi,www.madhavuniversity.edu.in,2013,Rural
U-1184,MADHUSUDAN LAW UNIVERSITY,Odisha,Cuttack,www.mlu.ac.in,2021,Urban
U-0941,Madhyanchal Professional University,Madhya Pradesh,Bhopal,www.mpu.ac.in,2018,Rural
U-0996,"MADHYA PRADESH AYURVIGYAN VISHWAVIDHLAYA, JABALPUR",Madhya Pradesh,Jabalpur,www.mpmsu.edu.in,2011,Urban
U-0278,"Madhya Pradesh Bhoj Open University, Bhopal",Madhya Pradesh,Bhopal,http://mpbou.edu.in,1991,Urban
U-0462,"Madras University, Chennai",Tamil Nadu,Chennai,www.unom.ac.in,1857,Urban
U-0463,"Madurai Kamaraj University, Madurai",Tamil Nadu,Madurai,www.mkuniversity.ac.in,1965,Rural
U-0069,"Magadh University, Bodh Gaya",Bihar,Gaya,www.magadhuniversity.ac.in,1962,Urban
U-1230,MAGANBHAI ADENWALA MAHAGUJARAT UNIVERSITY,Gujarat,Kheda,WWW.MAMUNI.EDU.IN,-,Urban
U-1131,MAHAKAUSHAL UNIVERSITY,Madhya Pradesh,Jabalpur,www.mku.ac.in,2021,Rural
U-0812,MAHAPURUSHA SRIMANTA SANKARADEVA VISWAVIDYALAYA,Assam,Nagaon,www.mssv.ac.in,2014,Rural
U-0671,MAHARAJA AGRASEN UNIVERSITY,Himachal Pradesh,Solan,www.mau.ac.in,2012,Rural
U-0839,"MAHARAJA BIR BIKRAM UNIVERSITY, AGARTALA",Tripura,West Tripura,https://mbbuniversity.ac.in,2015,Urban
U-0810,MAHARAJA CHHATRASAL BUNDELKHAND UNIVERSITY,Madhya Pradesh,Chhatarpur,https://mcbu.ac.in/,2014,Urban
U-0406,"Maharaja Ganga Singh University, Bikaner",Rajasthan,Bikaner,www.mgsubikaner.ac.in,2003,Urban
U-0124,Maharaja Krishnakumarsinhji Bhavnagar University,Gujarat,Bhavnagar,http://www.mkbhavuni.edu.in,1979,Urban
U-0811,"MAHARAJA RANJIT SINGH PUNJAB TECHNICAL UNIVERSITY, BATHINDA",Punjab,Bathinda,www.mrsptu.ac.in,2015,Urban
U-0143,"Maharaja Sayajirao University of Baroda, Vadodara",Gujarat,Vadodara,msubaroda.ac.in,1881,Urban
U-0359,Maharaja Sriram Chandra Bhanja Deo University,Odisha,Mayurbhanj,www.nou.nic.in,1998,Urban
U-1265,Maharaja Suhel Dev State University,Uttar Pradesh,Azamgarh,www.msdsu.ac.in,-,Rural
U-0793,MAHARAJA SURAJMAL BRIJ UNIVERSITY,Rajasthan,Bharatpur,www.msbrijuniversity.ac.in,2012,Urban
U-0965,"MAHARAJ VINAYAK GLOBAL UNIVERSITY, JAIPUR",Rajasthan,Jaipur,www.mvgu.ac.in,2012,Rural
U-1148,MAHARANA PRATAP HORTICULTURAL UNIVERSITY,Haryana,Karnal,mhu.ac.in,2016,Rural
U-0407,"Maharana Pratap University of Agriculture & Technology, Udaipur",Rajasthan,Udaipur,www.mpuat.ac.in,1999,Urban
U-1047,MAHARANI CLUSTER UNIVERSITY,Karnataka,Bengaluru Urban,https://mcu.karnataka.gov.in/,1938,Urban
U-0187,"Maharashi Markandeshwar University, Solan",Himachal Pradesh,Solan,www.mmusolan.org,2010,Rural
U-0312,"Maharashtra Animal & Fishery Sciences University, Nagpur",Maharashtra,Nagpur,www.mafsu.in,2000,Urban
U-0605,"Maharashtra Institute of Technology University, of Meghalaya",Meghalaya,East Khasi Hills,https://mituniversityindia.edu.in/,2011,Urban
U-0915,"Maharashtra National Law University, Aurangabad",Maharashtra,Chhatrapati Sambhajinagar,mnlua.ac.in,2014,Urban
U-0886,Maharashtra National Law University Mumbai,Maharashtra,Mumbai Suburban,www.mnlumumbai.edu.in,2014,Urban
U-0880,"Maharashtra National Law University,Nagpur",Maharashtra,Nagpur,www.nlunagpur.ac.in,2015,Urban
U-1238,MAHARASHTRA STATE SKILLS UNIVERSITY,Maharashtra,Mumbai,www.mssu.ac.in,-,Urban
U-0313,"Maharashtra University of Health Sciences, Nashik",Maharashtra,Nashik,www.muhs.ac.in,1998,Urban
U-0842,MAHARISHI ARVIND UNIVERSITY,Rajasthan,Jaipur,www.maujaipur.org,2015,Rural
U-0408,"Maharishi Dayanand Saraswati University, Ajmer",Rajasthan,Ajmer,mdsuajmer.ac.in,1987,Urban
U-0280,Maharishi  Mahesh Yogi Vedic Vishwavidyalaya,Madhya Pradesh,Katni,www.mmyvv.com,1995,Rural
U-0168,"Maharishi Markandeshwar University, Mullana-Ambala",Haryana,Ambala,www.mmumullana.org,2007,Rural
U-0641,"MAHARISHI MARKANDESHWAR UNIVERSITY, SADOPUR-AMBALA",Haryana,Ambala,www.mmambala.org,2010,Rural
U-0952,MAHARISHI UNIVERSITY OF INFORMATION TECHNOLOGY,Uttar Pradesh,Lucknow,www.muit.in,2001,Urban
U-1103,MAHARISHI UNIVERSITY OF MANAGEMENT AND TECHNOLOGY,Chhattisgarh,Bilaspur,www.mumt.org,2018,Rural
U-0167,"Maharshi Dayanand University, Rohtak",Haryana,Rohtak,www.mdurohtak.ac.in,1976,Urban
U-0281,"Maharshi Panini Sanskrit Evam Vedic Vishwavidyalaya, Ujjain",Madhya Pradesh,Ujjain,www.mpsvv.ac.in,2008,Rural
U-1182,Maharshi Valmiki Sanskrit University,Haryana,Kaithal,www.mvsu.ac.in,2018,Rural
U-0314,"Mahatama Gandhi Antarrashtriya Hindi Vishwavidyalaya, Wardha",Maharashtra,Wardha,www.hindivishwa.org,1997,Rural
U-0282,"Mahatama Gandhi Gramodaya Vishwavidyalaya, Chitrakoot, Satna",Madhya Pradesh,Satna,www.gramodayachitrakoot.ac.in,1991,Rural
U-0525,"Mahatama Jyotiba Phule Rohikhand University, Bareilly",Uttar Pradesh,Bareilly,www.mjpru.ac.in,1975,Urban
U-0835,"Mahatma Gandhi Central University, Motihari",Bihar,Purbi Champaran,www.mgcub.ac.in,2014,Urban
U-0527,"Mahatma Gandhi Kashi Vidyapeeth, Varanasi",Uttar Pradesh,Varanasi,www.mgkvp.ac.in,1921,Urban
U-1292,"MAHATMA GANDHI UDHYANIKEE EVAM VANIKEE VISHWAVIDYALAYA, DURG, C.G",Chhattisgarh,Durg,www.mguvv.ac.in,-,Rural
U-1434,Mahatma Gandhi University,Sikkim,Soreng,,-,Rural
U-1150,MAHATMA GANDHI UNIVERSITY,West Bengal,Purba Medinipur,www.mguwb.org.in,2017,Rural
U-0262,"Mahatma Gandhi University, Kottayam",Kerala,Kottayam,www.mgu.ac.in,1983,Rural
U-0022,"Mahatma Gandhi University, Nalgonda",Telangana,Nalgonda,www.mguniversity.ac.in,2007,Rural
U-0732,"MAHATMA GANDHI UNIVERSITY OF MEDICAL SCIENCES AND TECHNOLOGY, JAIPUR",Rajasthan,Jaipur,www.mgumst.org,2001,Urban
U-0339,"Mahatma Gandhi University, Tura, West Garo Hills",Meghalaya,Ri Bhoi,www.mgu.edu.in,2010,Rural
U-0409,"Mahatma Jyoti Rao Phoole University, Jaipur",Rajasthan,Jaipur,www.mjrpuniversity.ac.in,2008,Rural
U-0315,"Mahatma Phule Krishi Vidyapeeth, Rahuri",Maharashtra,Ahilyanagar,www.mpkv.ac.in,1968,Rural
U-1327,Mahaveer University,Uttar Pradesh,Meerut,www.mvu.edu.in,-,Urban
U-1196,MAHAYOGI GORAKHNATH UNIVERSITY GORAKHPUR,Uttar Pradesh,Gorakhpur,www.mgug.ac.in,2021,Rural
U-1270,MAHAYOGI GURU GORAKHNATH AYUSH UNIVERSITY,Uttar Pradesh,Gorakhpur,www.mggaugkp.ac.in,-,Rural
U-1119,MAHINDRA UNIVERSITY,Telangana,MEDCHAL MALKAJGIRI,www.mahindrauniversity.edu.in,2020,Urban
U-1398,Major Dhyan Chand Sports University,Uttar Pradesh,Meerut,,-,Rural
U-1342,Major S D Singh University,Uttar Pradesh,Farrukhabad,www.msds.ac.in,-,Rural
U-1194,MAJULI UNIVERSITY OF CULTURE,Assam,Majuli,https://muoc.ac.in/,2018,Rural
U-0283,"Makhanlal Chaturvedi National University of Journalism and Communication, Bhopal",Madhya Pradesh,Bhopal,www.mcu.ac.in,1990,Urban
U-1410,Malla Reddy MR University,Telangana,MEDCHAL MALKAJGIRI,,-,Urban
U-1124,MALLA REDDY UNIVERSITY,Telangana,MEDCHAL MALKAJGIRI,www.mallareddyuniversity.ac.in,2020,Urban
U-1366,Malla Reddy Vishwavidyapeeth,Telangana,MEDCHAL MALKAJGIRI,www.mrvv.edu.in,-,Urban
U-0410,"Malviya National Institute of Technology, Jaipur",Rajasthan,Jaipur,www.mnit.ac.in,1963,Urban
U-0960,MALWANCHAL UNIVERSITY,Madhya Pradesh,Indore,www.malwanchaluniversity.com,2015,Rural
U-1440,Management and Information Technology University,Sikkim,Namchi,,-,Rural
U-0169,Manav Rachna International Institute of Research & Studies,Haryana,Faridabad,https://www.mriirs.edu.in,2009,Urban
U-0818,Manav Rachna University,Haryana,Faridabad,www.mru.edu.in,2004,Urban
U-0883,MANDSAUR UNIVERSITY,Madhya Pradesh,Mandsaur,www.meu.edu.in,2016,Urban
U-1050,MANDYA UNIVERSITY,Karnataka,Mandya,www.mandyauniversity.ac.in,2019,Urban
U-1105,MANGALAYATAN UNIVERSITY,Madhya Pradesh,Jabalpur,mangalayatan.ac.in,2019,Rural
U-0528,"Mangalayatan University, Aligarh",Uttar Pradesh,Aligarh,www.mangalayatan.in,2006,Rural
U-0233,"Mangalore University, Mangalore",Karnataka,Dakshina Kannada,www.mangaloreuniversity.ac.in,1980,Rural
U-0234,"Manipal Academy of Higher Education, Manipal",Karnataka,Udupi,www.manipal.edu,1953,Urban
U-0749,"MANIPAL UNIVERSITY, JAIPUR",Rajasthan,Jaipur,www.jaipur.manipal.edu,2011,Rural
U-1217,MANIPUR INTERNATIONAL UNIVERSITY,Manipur,Imphal West,miu.edu.in,2018,Rural
U-0881,MANIPUR TECHNICAL UNIVERSITY,Manipur,Imphal West,mtu.ac.in,2016,Rural
U-0337,"Manipur University, Imphal",Manipur,Imphal West,www.manipuruniv.ac.in,1980,Rural
U-0985,MANIPUR UNIVERSITY OF CULTURE,Manipur,Imphal East,www.muc.ac.in,2015,Urban
U-0464,"Manonmaniam Sundaranar University, Tirunelveli",Tamil Nadu,Tirunelveli,www.msuniv.ac.in,1990,Rural
U-1023,MANSAROVAR GLOBAL UNIVERSITY,Madhya Pradesh,Sehore,www.mguindia.com,2018,Rural
U-0340,"Martin Luther Christian University, Shillong",Meghalaya,East Khasi Hills,www.mlcuniv.in,2005,Urban
U-0825,Marwadi University,Gujarat,Rajkot,www.marwadiuniversity.ac.in,2016,Urban
U-1429,Marwar Medical University,Rajasthan,Jodhpur,https://medicaleducation.rajasthan.gov.in/mmu/#/home/dptHome,-,Urban
U-1125,MATA GUJRI UNIVERSITY,Bihar,Kishanganj,www.matagujriuniversity.com,2018,Urban
U-1386,Mata Tripura Sundari Open University,Tripura,Gomati,https://www.mtsou.edu.in,-,Rural
U-0091,"MATS University, Raipur",Chhattisgarh,Raipur,www.matsuniversity.ac.in,2003,Rural
U-0592,"Maulana Abul Kalam Azad University of Technology, West Bengal",West Bengal,Nadia,http://makautwb.ac.in,2000,Rural
U-0284,"Maulana Azad National Institute of Technology, Bhopal",Madhya Pradesh,Bhopal,www.manit.ac.in,1960,Urban
U-0023,"Maulana Azad National Urdu University, Hyderabad",Telangana,Ranga Reddy,www.manuu.edu.in,1998,Urban
U-0692,"MAULANA AZAD UNIVERSITY, JODHPUR",Rajasthan,Jodhpur,www.mauj.ac.in,2013,Rural
U-0070,"Maulana Mazharul Haque Arabic & Persian University, Patna",Bihar,Patna,https://mmhapu.ac.in,1992,Urban
U-1349,Maya Devi University,Uttarakhand,Dehradun,https://maya.edu.in/,-,Rural
U-1210,MBM UNIVERSITY,Rajasthan,Jodhpur,www.mbm.ac.in,-,Urban
U-1208,MEDHAVI SKILLS UNIVERSITY,Sikkim,Gangtok,www.msu.edu.in,-,Urban
U-0834,MEDI-CAPS UNIVERSITY,Madhya Pradesh,Indore,www.medicaps.ac.in,2015,Rural
U-0465,"Meenakshi Academy of Higher Education and Research, Chennai",Tamil Nadu,Chennai,www.maher.ac.in,2004,Urban
U-0411,"Mewar University, Chittorgarh",Rajasthan,Chittorgarh,www.mewaruniversity.org,2008,Rural
U-0317,"MGM Institute of Health Sciences, Navi  Mumbai",Maharashtra,Raigad,www.mgmuhs.com,1989,Urban
U-1101,MGM UNIVERSITY,Maharashtra,Chhatrapati Sambhajinagar,www.mgmu.ac.in ,2019,Urban
U-0461,"M.G.R. Educational and Research Institute, Chennai",Tamil Nadu,Thiruvallur,www.drmgrdu.ac.in,1988,Urban
U-1361,Mind Power University,Uttarakhand,Nainital,www.mindpoweruniversity.ac.in,-,Rural
U-0891,"MIT Art, Design and Technology University, Pune",Maharashtra,Pune,www.mituniversity.ac.in,2015,Rural
U-1307,MIT VISHWAPRAYAG UNIVERSITY,Maharashtra,Solapur,www.mitvpu.ac.in,-,Urban
U-0345,"Mizoram University, Aizwal",Mizoram,Aizawl,www.mzu.edu.in,2001,Rural
U-1369,M K University,Gujarat,Patan,https://www.mkuniversity.edu.in/,-,Urban
U-1373,MNR University,Telangana,Sangareddy,https://www.mnruniversity.edu.in,-,Urban
U-0412,Mody University of Science and Technology,Rajasthan,Sikar,www.modyuniversity.ac.in,2004,Rural
U-0529,"Mohammad Ali Jauhar University, Rampur",Uttar Pradesh,Rampur,www.jauharuniversity.edu.in,2005,Rural
U-1284,MOHAN BABU UNIVERSITY,Andhra Pradesh,Tirupati,https://www.mbu.asia/,-,Rural
U-0413,"Mohan Lal Sukhadia University, Uaipur",Rajasthan,Udaipur,www.mlsu.org,1962,Urban
U-0644,MONAD UNIVERSITY,Uttar Pradesh,Hapur,https://monad.edu.in,2010,Rural
U-1129,MONARK UNIVERSITY,Gujarat,Ahmedabad,www.monarkuni.ac.in,2021,Rural
U-0780,MOTHERHOOD UNIVERSITY,Uttarakhand,Haridwar,www.mhu.edu.in,2015,Rural
U-0466,"Mother Teresa Women's University, Kodaikanal",Tamil Nadu,Dindigul,www.motherteresawomenuniv.ac.in,1984,Rural
U-0530,"Motilal Nehru National Institute of Technology, Allahabad",Uttar Pradesh,Prayagraj,www.mnnit.ac.in,1961,Urban
U-0724,"M.S. RAMAIAH UNIVERSITY OF APPLIED SCIENCES, BANGALORE",Karnataka,Bengaluru Urban,www.msruas.ac.in,2013,Urban
U-0975,MUNGER UNIVERSITY,Bihar,Munger,www.mungeruniversity.ac.in,2018,Urban
U-1165,MURSHIDABAD UNIVERSITY,West Bengal,Murshidabad,https://www.msduniv.ac.in,2018,Urban
U-0742,"M V N University, Palwal",Haryana,Palwal,www.mvn.edu.in,2012,Rural
U-0347,Nagaland University,Nagaland,Zunheboto,www.nagalanduniversity.ac.in,1994,Rural
U-1419,Nagaon University,Assam,Nagaon,,-,Urban
U-0071,"Nalanda Open University, Patna",Bihar,Nalanda,www.nou.ac.in,1987,Rural
U-0710,Nalanda University,Bihar,Nalanda,www.nalandauniv.edu.in,2010,Rural
U-0279,"Nanaji Deshmukh Pashu Chikitsa Vigyan Vishwavidalaya, Jabalpur",Madhya Pradesh,Jabalpur,http://www.ndvsu.org,2009,Urban
U-0024,National Academy of Legal Studies & Research (NALSR) University Hyderabad,Telangana,MEDCHAL MALKAJGIRI,www.nalsar.ac.in,1998,Rural
U-0170,"National Brain Research Centre, Gurgaon",Haryana,Gurugram,http://www.nbrc.ac.in/newweb/,1999,Urban
U-0171,"National Dairy  Research Institute, Karnal",Haryana,Karnal,www.ndri.res.in,1955,Urban
U-1187,National Forensic Sciences University,Delhi,North West,nfsu.ac.in,1972,Urban
U-0593,NATIONAL FORENSIC SCIENCES UNIVERSITY,Gujarat,Gandhinagar,www.nfsu.ac.in,2009,Urban
U-1339,National Institute of Advanced Manufacturing Technology,Jharkhand,Ranchi,www.niamt.ac.in,-,Urban
U-1359,"National Institute of Ayurveda, Rajasthan",Rajasthan,Jaipur,www.nia.nic.in,-,Urban
U-1028,NATIONAL INSTITUTE OF DESIGN,Gujarat,Ahmedabad,www.nid.edu,1961,Urban
U-1192,NATIONAL INSTITUTE OF DESIGN ANDHRA PRADESH,Andhra Pradesh,Guntur,www.nid.ac.in,2015,Rural
U-1045,"NATIONAL INSTITUTE OF DESIGN, ASSAM",Assam,Jorhat,www.nidj.ac.in,2015,Rural
U-1073,National Institute of Design Haryana,Haryana,Kurukshetra,www.nidh.ac.in,2016,Rural
U-1094,NATIONAL INSTITUTE OF DESIGN (NID) MADHYA PRADESH,Madhya Pradesh,Bhopal,https://nidmp.ac.in,2019,Rural
U-0114,National Institute of Educational Planning & Administration,Delhi,South,www.niepa.ac.in,1962,Urban
U-1394,National  Institute of Electronics and Information Technology NIELIT,Punjab,Rupnagar,nielit.gov.in,-,Rural
U-0110,"National Institute of Fashion Technology, Hauz Khas",Delhi,South,www.nift.ac.in,1986,Urban
U-0989,NATIONAL INSTITUTE OF FOOD TECHNOLOGY ENTREPRENEURSHIP AND MANAGEMENT,Haryana,Sonipat,www.niftem.ac.in,2012,Urban
U-1317,"NATIONAL INSTITUTE OF FOOD TECHNOLOGY, ENTREPRENEURSHIP AND MANAGEMENT -THANJAVUR",Tamil Nadu,Thanjavur,https://niftem-t.ac.in/,-,Rural
U-0236,"National Institute of Mental Health & Neuro Sciences, Bangalore",Karnataka,Bengaluru Urban,www.nimhans.ac.in,1974,Urban
U-0380,"National Institute of Pharmaceutical, Educational and Research, Mohali",Punjab,S.A.S Nagar,www.niper.gov.in,1994,Urban
U-1316,NATIONAL INSTITUTE OF PHARMACEUTICAL EDUCATION AND RESEARCH GUWAHATI,Assam,Kamrup,https://niperguwahati.ac.in/,-,Rural
U-1116,NATIONAL INSTITUTE OF PHARMACEUTICAL EDUCATION AND RESEARCH HAJIPUR,Bihar,Vaishali,www.niperhajipur.ac.in,2007,Urban
U-1118,NATIONAL INSTITUTE OF PHARMACEUTICAL EDUCATION AND RESEARCH (NIPER) HYDERABAD,Telangana,Hyderabad,http://www.niperhyd.ac.in,2007,Urban
U-1331,"NATIONAL INSTITUTE OF TECHNICAL TEACHERS TRAINING AND RESEARCH, CHENNAI",Tamil Nadu,Chennai,www.nitttrc.ac.in,-,Urban
U-1330,National Institute of Technical Teachers Training and Research Kolkata,West Bengal,North 24 Parganas,www.nitttrkol.ac.in,-,Urban
U-1333,"NATIONAL INSTITUTE OF TECHNICAL TEACHERS' TRAINING & RESEARCH, BHOPAL",Madhya Pradesh,Bhopal,,-,Urban
U-1332,National Institute of Technical Teacher Training & Research Chandigarh,Chandigarh,Chandigarh,www.nitttrchd.ac.in,-,Urban
U-0493,"National Institute of Technology, Agartala",Tripura,West Tripura,www.nita.ac.in,1965,Rural
U-0855,"National Institute of Technology, Andhra Pradesh",Andhra Pradesh,West Godavari,www.nitandhra.ac.in,2015,Urban
U-0615,National Institute of Technology Arunachal Pradesh,Arunachal Pradesh,Papum Pare,www.nitap.ac.in,2010,Rural
U-0263,"National Institute of Technology, Calicut",Kerala,Kozhikode,http://www.nitc.ac.in/,1961,Rural
U-0622,National Institute of Technology Delhi,Delhi,North West,www.nitdelhi.ac.in,2010,Urban
U-0577,"National Institute of Technology, Durgapur",West Bengal,Purba Bardhaman,www.nitdgp.ac.in,1960,Urban
U-0620,National Institute of Technology Goa,Goa,South Goa,https://www.nitgoa.ac.in/,2010,Rural
U-0189,"National Institute of Technology, Hamirpur",Himachal Pradesh,Hamirpur,www.nith.ac.in,1986,Urban
U-0207,"National Institute of Technology, Jamshedpur",Jharkhand,Saraikela Kharsawan,www.nitjsr.ac.in,1960,Urban
U-0237,"National Institute of Technology, Karnataka",Karnataka,Dakshina Kannada,http://www.nitk.ac.in,1960,Urban
U-0172,"National Institute of Technology, Kurukshetra",Haryana,Kurukshetra,www.nitkkr.ac.in,1963,Urban
U-0613,National Institute of Technology Manipur,Manipur,Imphal West,www.nitmanipur.ac.in,2010,Urban
U-0619,National Institute of Technology Meghalaya,Meghalaya,East Khasi Hills,www.nitm.ac.in,2010,Rural
U-0617,National Institute of Technology Mizoram,Mizoram,Aizawl,www.nitmz.ac.in,2010,Urban
U-0618,National Institute of Technology Nagaland,Nagaland,Dimapur,www.nitnagaland.ac.in,2009,Rural
U-0072,"National Institute of Technology, Patna",Bihar,Patna,www.nitp.ac.in,2004,Urban
U-0621,National Institute of Technology Puducherry,Puducherry,Karaikal,www.nitpy.ac.in,2010,Rural
U-0092,"National Institute of Technology, Raipur",Chhattisgarh,Raipur,nitrr.ac.in,1956,Urban
U-0357,"National Institute of Technology, Rourkela",Odisha,Sundargarh,www.nitrkl.ac.in,1961,Urban
U-0614,National Institute of Technology Sikkim,Sikkim,Namchi,http://www.nitsikkim.ac.in,2010,Rural
U-0055,"National Institute of Technology, Silchar",Assam,Cachar,www.nits.ac.in,1967,Rural
U-0197,"National Institute of Technology, Srinagar",Jammu and Kashmir,Srinagar,www.nitsri.ac.in,1960,Urban
U-0467,"National Institute of Technology, Tiruchirapalli",Tamil Nadu,Tiruchirappalli,http://www.nitt.edu,1964,Urban
U-0616,National Institute of Technology Uttarakhand,Uttarakhand,Pauri Garhwal,www.nituk.ac.in,2009,Rural
U-0025,"National Institute of Technology, Warangal",Telangana,Warangal,nitw.ac.in,1959,Urban
U-0285,"National Law Institute University, Bhopal",Madhya Pradesh,Bhopal,www.nliu.ac.in,1997,Rural
U-0238,"National Law School of India University, Bangalore",Karnataka,Bengaluru Urban,www.nls.ac.in,1986,Urban
U-1293,NATIONAL LAW UNIVERSITY,Tripura,West Tripura,www.nlutripura.ac.in,-,Rural
U-0677,NATIONAL LAW UNIVERSITY AND JUDICIAL ACADEMY,Assam,Kamrup Metro,www.nluassam.ac.in,2009,Rural
U-0358,"National Law University, Cuttuck",Odisha,Cuttack,www.nluo.ac.in,2008,Urban
U-0111,"National Law University, Delhi",Delhi,South West,www.nludelhi.ac.in,2008,Urban
U-0414,"National Law University, Jodhpur",Rajasthan,Jodhpur,www.nlujodhpur.ac.in,1999,Urban
U-1305,NATIONAL LAW UNIVERSITY OF MEGHALAYA,Meghalaya,East Khasi Hills,https://www.nlumeg.ac.in/,-,Urban
U-0112,National Museum Institute of History of Art Conservation and Museology,Delhi,New Delhi,www.nmi.gov.in,1989,Urban
U-0030,"National Sanskrit University , Tirupati",Andhra Pradesh,Chittoor,nsktu.ac.in,1961,Urban
U-1026,National Sports University,Manipur,Imphal West,www.nsu.ac.in,2018,Urban
U-0264,"National University of Advanced Legal Studies, Kochi",Kerala,Ernakulam,www.nuals.ac.in,2002,Urban
U-0600,"National University of Study & Research in Law, Ranchi",Jharkhand,Ranchi,www.nusrlranchi.ac.in,2010,Urban
U-0073,"Nava Nalanda Mahavihara, Nalanda",Bihar,Nalanda,www.nnm.ac.in,1951,Rural
U-0144,Navrachana University,Gujarat,Vadodara,www.nuv.ac.in,2009,Urban
U-0145,Navsari Agricultural University,Gujarat,Navsari,www.nau.in,2004,Rural
U-1443,Nayanta University,Maharashtra,Pune,,-,Urban
U-0532,"Nehru Gram Bharati (Deemed to be University), Prayagraj",Uttar Pradesh,Prayagraj,www.ngbv.ac.in,1996,Rural
U-1425,Netaji Subhash Chandra Bose Institute of Higher Learning,Andaman and Nicobar Islands,South Andamans,nscbihl.andamannicobar.gov.in,-,Urban
U-0578,"Netaji Subhash Open University, Kolkata",West Bengal,Kolkata,www.wbnsou.ac.in,1997,Urban
U-1046,NETAJI SUBHAS UNIVERSITY,Jharkhand,East Singhbum,www.nsuniv.ac.in,2018,Rural
U-1056,NETAJI SUBHAS UNIVERSITY OF TECHNOLOGY,Delhi,South West,http://www.nsut.ac.in,1983,Urban
U-1374,"NICMAR University of Construction Studies, Hyderabad Telangana",Telangana,MEDCHAL MALKAJGIRI,https://www.nicmar.ac.in/hyderabad/campus,-,Rural
U-1228,"NICMAR UNIVERSITY, PUNE",Maharashtra,Pune,https://www.nicmar.ac.in/pune,-,Urban
U-0646,NIILM UNIVERSITY,Haryana,Kaithal,www.niilmuniversity.ac.in,2011,Rural
U-0833,NIIT UNIVERSITY,Rajasthan,Alwar,www.niituniversity.in,2009,Rural
U-0208,"Nilamber-Pitamber University, Palamu",Jharkhand,Palamu,www.npu.ac.in,2009,Urban
U-0415,"Nims University Rajasthan, Jaipur",Rajasthan,Jaipur,www.nimsuniversity.org,2008,Rural
U-0146,"Nirma University, Ahmedabad",Gujarat,Ahmedabad,www.nirmauni.ac.in,1995,Urban
U-1079,NIRWAN UNIVERSITY,Rajasthan,Jaipur,www.nirwanuniversity.ac.in,2017,Rural
U-1396,NIST University,Odisha,Ganjam,www.nist.edu,-,Rural
U-0239,"NITTE Unversity, Mangalore",Karnataka,Dakshina Kannada,www.nitte.edu.in,2008,Rural
U-0026,"Nizam Institute of Medical Sciences,  Hyderabad",Telangana,Hyderabad,www.nims.edu.in,1989,Urban
U-1442,NMV University,Tamil Nadu,Virudhunagar,,-,Rural
U-1215,NOBLE UNIVERSITY,Gujarat,Junagadh,https://nobleuniversity.ac.in,-,Rural
U-0533,Noida International University,Uttar Pradesh,Gautam Buddha Nagar,https://niu.edu.in,2010,Urban
U-0468,"Noorul Islam Centre for Higher Education, Kanyakumari",Tamil Nadu,Kanniyakumari,www.niuniv.com,1989,Rural
U-0579,"North Bengal University, Darjeeling",West Bengal,Darjeeling,www.nbu.ac.in,1962,Rural
U-1138,NORTH EAST ADVENTIST UNIVERSITY,Meghalaya,West Jaintia Hills,www.neauniversity.in,2020,Rural
U-1195,NORTH EAST CHRISTIAN UNIVERSITY,Nagaland,Dimapur,www.necu.ac.in,2013,Urban
U-0341,"North Eastern Hill University, Shillong",Meghalaya,East Khasi Hills,www.nehu.ac.in,1973,Urban
U-0046,"North Eastern Regional Institute of Science & Technology, Papum Pare, Itanagar",Arunachal Pradesh,Papum Pare,www.nerist.ac.in,1983,Rural
U-0777,NORTH EAST FRONTIER TECHNICAL UNIVERSITY,Arunachal Pradesh,West Siang,www.neftu.edu.in,2014,Rural
U-1427,North Lakhimpur University,Assam,Lakhimpur,https://nlu.ac.in,-,Urban
U-1123,NRUPATHUNGA UNIVERSITY,Karnataka,Bengaluru Urban,https://nublr.karnataka.gov.in/,1921,Urban
U-1279,ODIA UNIVERSITY,Odisha,Puri,odiauniversity.ac.in,-,Rural
U-0932,Odisha State Open University,Odisha,Sambalpur,www.osou.ac.in,2015,Urban
U-1299,ODISHA UNIVERSITY OF HEALTH SCIENCES,Odisha,Khordha,https://www.ouhs.ac.in/,-,Urban
U-1239,ODISHA UNIVERSITY OF TECHNOLOGY AND RESEARCH,Odisha,Khordha,www.outr.ac.in,-,Urban
U-1053,OM STERLING GLOBAL UNIVERSITY,Haryana,Hisar,www.osgu.ac.in,2019,Rural
U-0173,"O. P. Jindal Global University, Sonipat",Haryana,Sonipat,www.jgu.edu.in,2009,Rural
U-0832,OP JINDAL UNIVERSITY,Chhattisgarh,Raigarh,www.opju.ac.in,2014,Rural
U-0662,"ORIENTAL UNIVERSITY,INDORE",Madhya Pradesh,Indore,www.oui.edu.in,2011,Rural
