Aishe Code,Name,State,Website
C-6528,dr.b.r. ambedkar institute of technology,Andaman and Nicobar Islands,http://dbragpt.andaman.gov.in
C-50894,dr d y patil prathisthan college of engineering salokhe-nagar kolhapur,Maharashtra,https://www.coes.dypgroup.edu.in
C-41513,"dr. d. y. patil pratishthan's, d.y. patil college of engineering, akurdi, pune",Maharashtra,https://dypcoeakurdi.ac.in
C-42227,"dr. d.y. patil unitech society's dr. d. y. patil institute of technology, sant tukaram nagar, pimpri, pune 411018",Maharashtra,https://www.engg.dypvp.edu.in
C-6304,dream institute of technology 209,West Bengal,https://www.dreaminstituteonline.com
C-27084,dr.g.u.pope college of engineering,Tamil Nadu,https://www.drgupopeengg.org
C-73605,dr h n national college of engineering    ,Karnataka,https://www.drhnnce.org.in
C-140,"dr. jivraj mehta institute of technology, anand 082",Gujarat,https://www.djmit.ac.in
C-19683,drk college of engineering & technology,Telangana,https://www.drkcet.edu.in
C-23917,dr. lankapalli bullayya college of engineering,Andhra Pradesh,http://lbce.edu.in
C-37050,dr.mahalingam college of engineering and technology,Tamil Nadu,https://www.drmcet.ac.in
C-46899,"dr m c saxena college of engineering and technology, lucknow",Uttar Pradesh,https://www.mcsgoc.com
C-25037,dr.navalar nedunchezhiyan college of engineering,Tamil Nadu,https://www.drnnce.ac.in
C-36929,dr n.g.p. institute of technology,Tamil Nadu,https://www.drngpit.ac.in
C-28457,"dronacharya college of engineering,  farukh nagar, gurgaon",Haryana,https://ggnindia.dronacharya.info
C-54597,dr.paul raj engineering college,Andhra Pradesh,https://www.dprec.ac.in
C-25088,"dr. radhakrishnan institute of technology,jaipur",Rajasthan,https://www.dritjaipur.org
C-43132,"dr.rajendra gode institute of technology & research, mardi road, amravati",Maharashtra,https://www.drgitr.com
C-46860,"dr rizvi college of engineering, karari",Uttar Pradesh,https://www.drce.org
C-18080,"dr. samuel george institute of engineering & technology, george town, darimadugum,(post & village) , markapur(m), pin-523 316.(cc-35)",Andhra Pradesh,https://www.drsgiet.ac.in
C-27038,dr.sivanthi adithanar college of engineering,Tamil Nadu,https://www.drsacoe.org
C-1376,"dr. sri sri sri shivakumara mahaswamy college of engineering, bangalore",Karnataka,https://drsmce.org
C-225,"dr. s. & s. s. ghandhy government engineering college, surat 023",Gujarat,https://www.gecsu.cteguj.in
C-67991,"dr subhash university, school of engineering and technology",Gujarat,https://dsuni.ac.in
C-6175,dr. sudhir chandra sur institute of technology and sports complex 255,West Bengal,https://www.surtech.edu.in
C-1379,"dr. timmaiah  institute of technology,  k g f",Karnataka,https://www.drttit.edu.in
C-50477,"dr ulhas patil college of agricultural engineering & technology, jalgaon",Maharashtra,https://www.dupcaetj.co.in
C-72068,"dr v k patil college of engineering and technology, aurangabad road, osmanabad",Maharashtra,https://www.drvpeducationalcampus.com/
C-58070,dr. v. r. godhania college of engineering and technology,Gujarat,http://drvrgcet.ac.in
C-74683,dr v r k institute of technology    ,Telangana,https://www.drvrkit.in
C-19950,dr. vrk women's college of engineering & technology,Telangana,https://www.drvrkwomenscollege.com
C-51374,dumka engineering college (estd. by govt. of jharkhand & run by techno india under ppp),Jharkhand,https://www.dumkaengg.edu.in
C-6241,dumkal institute of engineering and technology 131,West Bengal,https://www.besdiet.org
C-11125,"d. y. patil college of engineering & technology,  kasaba bawada",Maharashtra,https://info.dypcet@dypgroup.edu.in
C-36991,easa college of engineering & technology,Tamil Nadu,https://www.easacollege.com
C-62788,"east west college of engineering, bengaluru",Karnataka,https://www.ewce.edu.in
C-1356,"east west institute of technology, bangalore",Karnataka,https://www.ewit.edu.in
C-16560,easwari engineering college,Tamil Nadu,https://www.srmeaswari.ac.in
C-28219,"echelon institute of technology, kabulpur khadar,patti parvarish, faridabad manjavli road, naharpur faridabad",Haryana,https://www.eitfaridabad.com
C-24989,e.g.s.pillay engineering college,Tamil Nadu,https://www.egspec.org
C-27050,einstein college of engineering,Tamil Nadu,https://www.einsteincollege.ac.in
C-68023,eklavya institute of technology kunjara lailunga raigarh,Chhattisgarh,https://-
C-52868,elitte college of engineering 346,West Bengal,https://www.ece.ac.in
C-19518,ellenki college of engineering and technology,Telangana,https://www.ellenkicet.ac.in
C-18057,eluru college of engineering  & technology,Andhra Pradesh,http://www.ecet.ac.in
C-25122,"engineering college,ajmer",Rajasthan,https://www.ecajmer.ac.in
C-61309,engineering college baran,Rajasthan,https://www.gecb.ac.in
C-25246,"engineering college, bharatpur ",Rajasthan,https://www.ecbharatpur.ac.in
C-25171,"engineering college,bikaner",Rajasthan,https://www.ecb.ac.in
C-57973,engineering college dholpur,Rajasthan,https://www.ecd.ac.in
C-57974,engineering college karauli,Rajasthan,https://principal.geckarauli@gmail.com
C-62609,engineering college nowgong,Madhya Pradesh,https://www.necnowgong.in
C-48517,"engineering college, tuwa diploma second shift - 958",Gujarat,https://www.engtuwa.com
C-9458,er & dci institute of technology,Kerala,https://www.erdciit.ac.in
C-37099,erode sengunthar engineering college,Tamil Nadu,https://www.erode-sengunthar.ac.in
C-37033,er. perumal manimekalai college of engineering,Tamil Nadu,https://www.pmctech.org
C-16565,e.s. college of engineering and technology,Tamil Nadu,https://www.escet.in
C-46291,"eshan college of engineering, agra-mathura highway, mathura",Uttar Pradesh,https://eshancollege.com
C-18149,"eswar college of engineering, kesanupalli(v),  narasaraopet , pin-522 601(cc-je)",Andhra Pradesh,https://www.eswarcollegeofengg.org
C-49580,exalt college of engineering & technology,Bihar,https://www.exaltedu.in
C-36930,excel engineering college,Tamil Nadu,https://excelinstitutions.com/excel_engg/
C-49336,"fabtech technical campus, college of engineering and research,  sangola",Maharashtra,https://www.ftccoe.ac.in
C-67937,faculty of engineering and technology,Gujarat,https://www.glsuniversity.ac.in
C-26784,"fatima michael college of engineering and technology, madurai",Tamil Nadu,https://www.fmcet.ac.in
C-328,f. d.(mubin) institute of engineering & technology,Gujarat,https://www.fdminstitutes.in
C-46221,"fit engineering college, kaseru buxar, meerut",Uttar Pradesh,https://www.forte.ac.in
C-46177,"forte institute of technology, meerut",Uttar Pradesh,https://www.forte.ac.in
C-27091,francis xavier engineering college,Tamil Nadu,https://www.francisxavier.ac.in
C-49271,"future institute of engineering & technology,bareilly",Uttar Pradesh,https://www.futureinstitutions.org
C-49704,future institute of technology 342,West Bengal,https://www.futureeducation.in
C-46229,"galgotia s college of engineering and technology, greater noida",Uttar Pradesh,https://www.galgotiacollege.edu
C-16478,ganadipathy tulsi's jain engineering college,Tamil Nadu,https://www.gtec.ac.in
C-19825,ganapathi engineering college,Telangana,https://www.ganapathyengg.ac.in
C-26801,ganapathy chettiar college of engineering and technology,Tamil Nadu,https://www.ganapathyenggcollege.com
C-30148,"gandhi engineering college (gec), bhubaneswar",Odisha,https://www.gec.edu.in
C-45300,"ganesh college of engineering, salem",Tamil Nadu,https://www.ganeshenggcollege.org
C-68958,ganesh institute of engineering and technology  degree science college,Odisha,https://www.ganeshsccollege.edu.in
C-50519,ganpat university institute of technology,Gujarat,https://iot.guni.ac.in/
C-443,ganpat university u.v. patel college of engineering,Gujarat,https://uvpce.guni.ac.in/
C-6233,gargi memorial institute of technology campus 281,West Bengal,https://www.gmitkolkata.org
C-27016,"gates institute of technology,  gooty",Andhra Pradesh,https://www.gatesit.ac.in
C-19311,gateway institute of engineering and technology,Haryana,https://www.gateway.edu.in
C-43567,gaya college of engineering,Bihar,https://www.gcegaya.ac.in/
C-70584,gayatri college of engineering,Odisha,https://gayatricollegeofengineering.com
C-30115,gayatri institute of engineering and technology,Odisha,https://www.gietbam.ac.in
C-17913,gayatri vidya parishad college of engineering,Andhra Pradesh,https://www.gvpce.ac.in
C-17961,"gayatri vidya parishad college of engineering for women, madhurawada, pin-530048(cc-jg)",Andhra Pradesh,https://www.gvpcew.ac.in
C-21323,g.b. pant engineering college,Uttarakhand,https://www.gbpec.ac.in
C-19593,geetanjali college of engineering & technology,Telangana,https://www.geethanjaliinstitutions.com
C-31080,geeta verma institute of technology chhindwara,Madhya Pradesh,https://www.gvit.org
C-41744,"genaba sopanrao moze trusts college of engineering,pune",Maharashtra,https://www.gsmozecoe.org
C-41687,"genba sopanrao moze trusts, parvatibai genba moze college of engineering,pune",Maharashtra,https://pgmcoepune.com
C-1419,"ghousia college of engineering, ramanagaram",Karnataka,https://www.gce.edu.in
C-71211,"ghousia institute of technology for women, bangalore",Karnataka,https://gitw.in
C-18817,"g.h. raisoni college of engineering ,nagpur",Maharashtra,https://www.ghrce.raisoni.net
C-50737,"gidc degree engineering college, navsari",Gujarat,https://www.gdec.in
C-17939,giet engineering college,Andhra Pradesh,https://www.gietec.ac.in
C-16521,g.k.m. college of engineering and technology,Tamil Nadu,https://www.gkmcet.net.in
C-26950,global college of engineering & technology,Andhra Pradesh,https://www.glbc.ac.in
C-16473,global institute of engineering and technology,Tamil Nadu,https://www.getedu.in
C-19722,global institute of engineering & technology,Telangana,https://www.globalhyd.edu.in
C-54071,global institute of technology,Madhya Pradesh,https://GLOBALINSTITUTE8033WWW.COM
C-25192,"global institute of technology,jaipur",Rajasthan,https://www.gitjaipur.com
C-75381,global pacific institute of technology,Madhya Pradesh,https://WWW.GPIT.CO.IN
C-45313,"g madegowda institute of technology, mandya",Karnataka,https://www.gmitmandya.in
C-1374,"g m institute of technology, davangere",Karnataka,https://www.gmit.ac.in
C-17958,gmr institute of technology (gmrit),Andhra Pradesh,https://www.gmrit.edu.in
C-19707,g.narayanamma institute of technology & science for women,Telangana,https://www.gnits.ac.in
C-30821,goa college of engineering (government of goa),Goa,https://www.gec.ac.in
C-18029,"godavari institute of engineering & technology (giet), nh-5, chaitanya nagar, velaguvanda village, rajanagaram(m),rajahmundry,pin- 533296  (cc-55)",Andhra Pradesh,https://www.giet.ac.in
C-1439,"gogte institute of technology, belgaum",Karnataka,https://www.git.edu
C-67295,gokaraju lailavathi  engineering college,Telangana,https://WWW.GLWEC.IN
C-19534,gokaraju rangaraju institute of engineering & technology,Telangana,https://www.griet.ac.in
C-63924,golaghat engineering college,Assam,https://gecassam.ac.in/
C-61966,good shepherd college of engineering and technology,Tamil Nadu,https://www.gscet.org
C-30154,"gopal krishna college of engineering and technology (gkcet), jeypore",Odisha,https://www.gkcet.co.in
C-45215,"gopinath mahadeo vedak pratishthans gm vedak institute of technology, raigad",Maharashtra,https://www.gmvit.com
C-36980,government college of engineering,Tamil Nadu,https://www.gcesalem.edu.in
C-27034,government college of engineering,Tamil Nadu,https://www.gcetly.ac.in
C-37003,government college of engineering,Tamil Nadu,https://www.gcebargur.ac.in
C-56586,government college of engineering,Maharashtra,https://www.gcoen.ac.in
C-55912,"government college of engineering and research ,avasari",Maharashtra,https://www.gcoeara.ac.in
C-59738,government college of engineering and technology safapora,Jammu and Kashmir,https://www.gcetkashmir.ac.in
C-51677,"government college of engineering, bodinayakkanur",Tamil Nadu,https://www.gcebodi.ac.in
C-49133,government college of engineering dharmapuri,Tamil Nadu,https://www.gcedpi.edu.in
C-36974,"government college of engineering, erode",Tamil Nadu,https://www.gcee.ac.in
C-30046,"government college of engineering, kalahandi",Odisha,https://gcekbpatna.ac.in/
C-11009,"government college of engineering, karad",Maharashtra,http://www.gcekarad.ac.in
C-30049,"government college of engineering, keonjhar",Odisha,https://www.gcekjr.ac.in
C-70713,government college of engineering kolhapur,Maharashtra,https://www.gcoekolhapur.ac.in
C-34341,"government college of engineering, railway station road, aurangabad.",Maharashtra,https://www.geca.ac.in
C-66540,government college of engineering ratnagiri,Maharashtra,https://www.gcoer.ac.in
C-49142,government college of engineering srirangam,Tamil Nadu,https://www.gces.edu.in
C-49141,government college of engineering thanjavur,Tamil Nadu,https://www.gcetj.edu.in
C-59883,government college of engineering yavatmal,Maharashtra,https://www.gcoey.ac.in
C-75520,government engineering college arsikere,Karnataka,https://gec.karnataka.gov.in/gecarsikere/public/en
C-62677,government engineering college arwal,Bihar,https://www.gecarwal.ac.in
C-62676,government engineering college aurangabad,Bihar,https://gecaurangabad.ac.in
C-60330,"government engineering college, banka",Bihar,https://-
C-61391,government engineering college barmer,Rajasthan,https://gecbarmer.ac.in/
C-271,"government engineering college, bharuch 014",Gujarat,https://www.gecbharuch.com
C-35,"government engineering college, bhavnagar 021 ",Gujarat,https://www.gecbh.cteguj.in
C-62666,government engineering college bhojpur,Bihar,https://www.gecbhojpur.org/
C-295,"government engineering college, bhuj 015 ",Gujarat,https://gecbhuj.ac.in/
C-68030,government engineering college bidar,Karnataka,https://dte.karnataka.gov.in/institutes/gecbidar
C-75218,"government engineering college, bokaro",Jharkhand,https://-
C-62664,government engineering college buxar,Bihar,https://www.gecbuxar.ac.in
C-64760,government engineering college challakere,Karnataka,https://gec.karnataka.gov.in/gecchallakere/public/
C-359,"government engineering college, dahod 018",Gujarat,https://www.gecdahod.ac.in
C-60284,government engineering college daman,The Dadra and Nagar Haveli and Daman and Diu,https://www.govtenggcollegedaman.org.in
C-61637,government engineering college gangavathi,Karnataka,https://www.gecgangavathi.in
C-75129,government engineering college godda,Jharkhand,https://gecgodda.org
C-119,"government engineering college, godhara  060",Gujarat,https://www.gecgd.cteguj.in
C-36305,"""government engineering college, gokulpur, ranjhi jabalpur, jabalpur - 482001""",Madhya Pradesh,https://www.jecjabalpur.ac.in
C-62675,government engineering college gopalganj,Bihar,https://www.gecgopalganj.org
C-43193,"government engineering college, infront of v.m.v. ,amravati.",Maharashtra,https://www.gcoea.ac.in
C-70182,government engineering college jaipur,Rajasthan,https://hte.rajasthan.gov.in/college/gecjaipur/principal.php
C-60577,government engineering college jamui,Bihar,https://gecjamui.org
C-62663,government engineering college jehanabad,Bihar,https://WWW.GECJEHANABAD.AC.IN
C-62678,government engineering college kaimur,Bihar,https://www.geckaimur.ac.in
C-62660,government engineering college khagaria,Bihar,https://www.geckhagaria.org.in/
C-16635,"government engineering college koni, bialspur.",Chhattisgarh,https://www.gecbsp.ac.in
C-72821,"government engineering college, kosgi    ",Telangana,https://-
C-62289,government engineering college lakhisarai,Bihar,https://geclakhisarai.ac.in/
C-63224,government engineering college madhubani,Bihar,https://www.gecmadhubani.ac.in
C-108,"government engineering college, modasa 016",Gujarat,https://www.gecmodasa.ac.in
C-61482,government engineering college mosalehosahalli,Karnataka,https://gec.karnataka.gov.in/gecm/public
C-62290,government engineering college munger,Bihar,https://gecmunger.org/
C-68871,government engineering college nargund,Karnataka,https://gec.karnataka.gov.in/gecnaragund/public/en
C-62680,government engineering college nawada,Bihar,https://www.gecnawada.org.in/
C-55810,"government engineering college, nilokheri",Haryana,https://www.gecnilokheri.ac.in
C-67758,government engineering college palamu,Jharkhand,https://gecpalamu.ac.in/
C-305,"government engineering college, palanpur 061",Gujarat,https://gecpalanpur.ac.in/
C-423,"government engineering college, patan 022",Gujarat,https://gecpatan.ac.in/
C-16641,government engineering college raipur,Chhattisgarh,https://www.gecraipur.ac.in
C-49,"government engineering college, rajkot 020",Gujarat,http://gecrj.cteguj.in
C-62060,government engineering college samastipur,Bihar,https://www.gecsamastipur.ac.in
C-309,"government engineering college, sector 28 gandhinagar 013",Gujarat,https://www.gecg28.ac.in
C-62679,government engineering college sheikpura,Bihar,https://www.gecsheikhpura.org
C-63225,government engineering college sheohar,Bihar,https://www.gecsheohar.ac.in/
C-62674,government engineering college siwan,Bihar,https://www.gecsiwan.org/
C-43298,"government engineering college, sreekrishnapuram",Kerala,https://www.gecskp.ac.in
C-61587,government engineering college  talakal,Karnataka,https://dte.karnataka.gov.in/Institutes/gectalakal/
C-61216,"government engineering college,vaishali",Bihar,https://www.gecvaishali.org
C-135,"government engineering college, valsad 019",Gujarat,https://www.gecv.ac.in
C-63223,government engineering college west champaran,Bihar,https://www.gecwc.ac.in
C-60267,"government hydro engineering college bandla, bilaspur. ",Himachal Pradesh,https://www.ghec.ac.in
C-6134,govt. college of engineering and ceramic technology 113,West Bengal,https://www.gcect.ac.in
C-6322,govt. college of engineering and leather technology 112,West Bengal,https://www.gcelt.gov.in
C-6329,"govt. college of engineering and textile technology, berhampur 111",West Bengal,https://www.gcettb.ac.in
C-43809,"govt. college of engineering, p.o. parassinikadavu, kannur",Kerala,https://www.gcek.ac.in
C-22884,govt. college of engineering & technology,Jammu and Kashmir,https://www.gcetjammu.org.in
C-43889,"govt. college of engineering, wayanad, p.o. thalappuzha, mananthavady",Kerala,https://www.gecwyd.ac.in
C-49265,"govt. engineering college,ambedkar nagar",Uttar Pradesh,https://recabn.ac.in
C-49266,"govt. engineering college,azamgarh",Uttar Pradesh,https://www.gecazamgarh.ac.in
C-18775,"govt engineering college, ballarpur road",Maharashtra,https://www.gcoec.ac.in
C-43624,"govt. engineering college, barton hill, thiruvananthapuram",Kerala,https://www.gecbh.ac.in
C-1425,"govt. engineering college, bellary",Karnataka,https://gec.karnataka.gov.in/gechuvinahadagali/public/en
C-1292,"govt. engineering college, chamarajanagara",Karnataka,https://www.gec-chamarajanagara.ac.in
C-1385,"govt. engineering college, hassan",Karnataka,http://gec.karnataka.gov.in/gechassan.public
C-1309,"govt. engineering college, haveri",Karnataka,https://gec.karnataka.gov.in/gechaveri/public/10/gec-haveri/en
C-1314,"govt. engineering college, karawar",Karnataka,https://www.dte.karnataka.gov.in/institutes/geckarwar/
C-1274,"govt. engineering college, kushalanagar",Karnataka,http://gec.karnataka.gov.in/geckushalnagar/public/en
C-1322,"govt. engineering college, mandya",Karnataka,https://www.geckrpet.ac.in
C-11790,"govt. engineering college, painavu p.o., ldukki- 685  603",Kerala,https://www.gecidukki.ac.in
C-1267,"govt. engineering college, raichur",Karnataka,https://www.gecrraichur.ac.in
C-1328,"govt. engineering college, ramanagara",Karnataka,https://gec.karnataka.gov.in/gecramanagara/public/
C-8170,"govt. engineering college, west hill",Kerala,https://www.geckkd.ac.in
C-25166,"govt. mahila engineering college,ajmer",Rajasthan,https://www.gweca.ac.in
C-1348,"govt. s k s j technological institute,  bangalore",Karnataka,https://www.gsksjti.ac.in
C-27009,"g.pullaiah college of engineering & technology, kurnool",Andhra Pradesh,https://www.gpcet.ac.in
C-26905,"g. pulla reddy engineering college, (autonomous), kurnool",Andhra Pradesh,https://www.gprec.ac.in
C-27076,grace college of engineering (formerly chandy college of engineering),Tamil Nadu,https://www.grace.edu.in
C-34399,"gramaudyogik shikshan mandal's, maharashtra institute of technology, satara parisar, aurangabad.",Maharashtra,http://mit.asia
C-34347,"gramaudyogik shikshan mandal's marathwada institute of technology, cidco, aurangabad.",Maharashtra,https://cidco.mit.asia/
C-63486,greater noida institute of technology,Uttar Pradesh,https://www.gnitipu.in
C-46231,greater noida institute of technology (engineering institute),Uttar Pradesh,https://www.gniot.net.in
C-48973,"great ganges institute of technology,gadankhera",Uttar Pradesh,https://www.ggitunnao.com/
C-11520,"green hills engineering college, gandhi gram road, kumarhatti, distt solan",Himachal Pradesh,https://www.ghec.co.in
C-70725,gregorian institute of technology,Kerala,https://www.gitgroup.ac.in
C-16465,grt institute of engineering and technology,Tamil Nadu,https://www.grt.edu.in
C-1341,"g s s s institute of engineering & technology for women, mysore",Karnataka,http://www.geethashishu.in
C-47845,gujarat technological university - institute of technology and research,Gujarat,https://www.gperi.ac.in
C-58745,gujarat technological university-  school of engineering and technology,Gujarat,https://set.gtu.ac.in/
C-51294,gulzar college of engineering,Punjab,https://www.ggi.ac.in
C-30079,"gurukula institute of technology (git), bhubaneswar",Odisha,https://www.gurukulit.ac.in
C-25271,"gurukul institute of engineering & technology,kota",Rajasthan,https://www.gurukulkota.org
C-1246,"guru nanak dev engineering college, bidar",Karnataka,https://www.gndecb.ac.in
C-10381,"guru nanak dev engineering college, ludhiana",Punjab,https://www.gndec.ac.in
C-18601,"guru nanak institute of engineering and technology, dahegaon",Maharashtra,https://www.gnietedu.com
C-19531,guru nanak institute of technology,Telangana,https://www.gnithyd.ac.in
C-6166,gurunanak institute of technology 143,West Bengal,https://www.gnit.ac.in
C-6331,gurunanak institute of technology 311,West Bengal,https://www.gnit.ac.in
C-18808,"guru nanak institute of technology, dahegaon",Maharashtra,https://www.gnitedu.in
C-32894,guru teg bahadur institute of technology,Delhi,https://www.gtbit.ac.in
C-70162,guru tegh bahadur fourth centenary engineering college,Delhi,https://www.gtb4cec.org
C-18059,"g v r  & s college of engineering & technology, ganjinenipuram, near budampadu,pin- 522013(cc-2w)",Andhra Pradesh,https://gvrs.ac.in
C-53649,gyan ganga institute of technology & sciences,Madhya Pradesh,https://www.ggits.org
C-61389,gyanmanjari diploma engineering college,Gujarat,https://www.gmgc.edu.in
C-51523,gyanmanjari institute of technology,Gujarat,https://www.gmit.edu.in
C-35943,"gyan sagar college of engineering, village seronja, tehsil & district sagar",Madhya Pradesh,https://www.gsce.edu.in
C-34018,haji jamaluddin thim trusttheem college of engineering  at village betegaon boisar chikhar road (n.h.no.8) near union park boisar(e) tal palghar dist. thane 401 501,Maharashtra,https://www.theemcoe.org
C-6238,haldia institute of technology 103,West Bengal,https://www.hithaldia.ac.in
C-45059,"hansaba college of engineering & technology, siddhpur",Gujarat,https://gokuluniversity.ac.in
C-42949,"hanuman vyayam prasarak mandal's college of engineering & technology, amravati",Maharashtra,https://www.hvpmcoet.in
C-28573,"hari institute of technology randevi, sharanpur",Uttar Pradesh,https://www.harieducation.co.in
C-75206,harsha institute of technology ,Karnataka,https://www.harshainstitutions.com
C-10614,haryana engineering college,Haryana,https://hec.edu.in
C-54695,hasdeo institute of technology ,Madhya Pradesh,https://www.mcu.ac.in
C-342,hasmukh goswami college of engineering(sfi)-vehlal dahegam,Gujarat,https://monarkuni.ac.in/faculty-of-management/
C-184,"h. b. patel institute of diploma engineering & technology, limbodara, lunavada 676",Gujarat,http://www.hbpateldiploma.org
C-43639,"heera college of engineering and technology, panavoor, nedumangad",Kerala,https://www.hcet.in
C-17984,"helapuri institute of technology & science,vegavaram, denduluru mandalam, eluru",Andhra Pradesh,https://www.helapuri.org
C-49705,hemnalini mamorial college of engineering 343,West Bengal,https://www.hmcekalyani.org
C-6202,heritage institute of technology 126,West Bengal,https://www.heritageit.edu
C-11372,"himalayan institute of engineering & technology, sadhoura road, kala  amb. distt sirmour",Himachal Pradesh,https://www.hgpi.in
C-24694,"himalayan institute of technology, dehradun",Uttarakhand,https://www.hitdoon.com
C-19292,hindu college of engineering,Haryana,https://www.hcesonepat.org
C-18102,hindu college of engineering and technology,Andhra Pradesh,https://www.hinduengg.com
C-43673,"hindustan college of engineering, arippa, kulathupuzha, kollam",Kerala,https://www.hcekollam.com
C-37063,hindusthan college of engineering and technology,Tamil Nadu,https://www.hicet.ac.in
C-75751,"hindusthan college of engineering, ingur, perundurai",Tamil Nadu,https://hindusthan.net/hice/index.php
C-37046,hindusthan institute of technology,Tamil Nadu,https://www.hit.edu.in
C-1409,"hirasugar institute of technology, nidasoshi",Karnataka,https://www.hsit.ac.in
C-46132,"hi-tech institute of engineering and technology, ghaziabad",Uttar Pradesh,https://www.hiet.org
C-30102,"hi-tech institute of technology (hit), bhubaneswar",Odisha,https://www.hit.ac.in
C-36303,"hitkarini college of engineering and technology, hitkarini hills dumna road, rembhar p.o. khamaria,  jabalpur-482005",Madhya Pradesh,https://www.hcet.hitkarini.com
C-1395,"h k b k college of engineering, bengaluru",Karnataka,https://www.hkbk.edu.in/
C-1370,"h.k.e society's sir m visvesvaraya college of engineering, raichur",Karnataka,https://smvcer.ac.in/
C-46675,"h m f a memorial institute of engineering and technology, allahabad",Uttar Pradesh,https://hmfamiet.com
C-27054,holycross engineering colleges,Tamil Nadu,https://www.holycrossengineeringcollege.com
C-19894,holy mary institute of technology,Telangana,https://www.hits.ac.in
C-19909,holy mary institute of technology & science,Telangana,https://www.hits.ac.in
C-37181,"holy sprite institute of technology, science & research college, paota-c- road, jodhpur",Rajasthan,https://holyspiritgroup.org
C-6308,hooghly engineering and technology college 176,West Bengal,https://www.hetc.ac.in
C-46152,"h. r. institute of engineering and technology, ghaziabad",Uttar Pradesh,https://hriet.ac.in
C-46128,"h.r.institute of technology, morta, ghaziabad",Uttar Pradesh,https://www.hrit.ac.in
C-36288,"iasscom fortune institute of technology, village rasulia, gosai, ratibad, bhopal",Madhya Pradesh,https://www.iasscom.live
C-18076,ideal institute of technology,Andhra Pradesh,https://www.idealtech.edu.in
C-48550,ideal institute of technology,Maharashtra,https://www.idealwada.com
C-16523,idhaya engineering college for women,Tamil Nadu,https://www.iecw.edu.in
C-46746,"i e c college of engineering and technology , g.b.nagar",Uttar Pradesh,https://www.iec.edu.in
C-8216,"i.e.s. college of engineering,chittilappilly",Kerala,https://www.iesce.info
C-16543,i.f.e.t. college of engineering,Tamil Nadu,https://www.ifet.ac.in
C-46246,"iimt college of engineering, greater noida",Uttar Pradesh,https://www.iimtindia.net
C-28155,"iitm college of engineering ,shahpur bupania road,village loakhurd,bahadurgarh",Haryana,https://www.iitm.tech
C-48297,"i l m college of engineering & technology, keezhillam",Kerala,https://www.ilmengineeringcollege.com
C-25031,imayam college of engineering,Tamil Nadu,https://www.imayam.com
C-27094,immanuel arasar j.j.college of engineering,Tamil Nadu,https://www.immanuelarasarjjce.com
C-75368,imperial college of engineering,Maharashtra,https://www.icerc.in
C-55592,imperial institute of technology and science jaisinghnagar,Madhya Pradesh,https://www.iitseducation
C-6135,imps college of engineering and technology 170,West Bengal,https://www.impscet.net
C-46125,"ims engineering college, ghaziabad",Uttar Pradesh,https://www.imsec.ac.in
C-62632,indala college of engineering,Maharashtra,https://www.icoe.ac.in
C-46384,"inderprastha engineering college, ghaziabad",Uttar Pradesh,https://www.ipec.org.in
C-11715,indira gandhi institute of engineering and technology,Kerala,https://www.iiet.org.in
C-30127,"indira gandhi institute of technology (igit), sarang",Odisha,https://www.igitsarang.ac.in
C-16582,indira institute of engineering and technology,Tamil Nadu,https://www.indiraeducational.org
C-18053,"indira institute of technology & sciences,  darimadugu(v), markapur mandal, pin- 523316(cc-7z)",Andhra Pradesh,https://www.indiraenggcollege.com
C-30075,"indotech college of engineering (ice), khurda, bhubaneswar",Odisha,https://www.indotech.ac.in
C-25066,indra ganesan college of engineering,Tamil Nadu,https://www.igceng.com
C-46071,"indraprasth institute of technology, j p nagar",Uttar Pradesh,https://www.ipit.in
C-19929,indur institute of engineering & technology,Telangana,https://www.induriet.edu.in
C-30056,"indus college of engineering (ice), bhubaneswar",Odisha,https://www.indus.ac.in
C-47876,indus institute of technology & engineering,Gujarat,https://-
C-27045,infant jesus college of engineering,Tamil Nadu,https://www.ijce.ac.in
C-57939,institute of engineering and technology,Uttar Pradesh,https://ietsitapur.com/
C-72002,institute of engineering and technology,Rajasthan,https://www.mlsu.ac.in
C-44943,"institute of engineering and technology, (cuiet), kohinoor",Kerala,https://iet.uoc.ac.in/
C-60004,"institute of engineering and technology, nda",Maharashtra,https://www.nda.nic.in
C-49311,"institute of engineering & technology,lucknow",Uttar Pradesh,https://www.ietlucknow.ac.in
C-46192,"institute of technology and managemenet, meerut-baghpat road, panchli, meerut",Uttar Pradesh,https://www.itmmeerut.org
C-46115,"institute of technology and science, mohan nagar, ghaziabad",Uttar Pradesh,https://www.its.edu.in
C-70897,institute of technology baun uttarkashi,Uttarakhand,https://itbaun.ac.in/
C-50743,"institute of technology, gopeshwar",Uttarakhand,https://itgopeshwar.ac.in
C-47924,"institute of technology & managemant, cheari pharenda road, maharajganj",Uttar Pradesh,https://www.itmmaharajganj.ac.in
C-43830,"institute of technology, mayyil, pavannoor motta, kannur",Kerala,https://www.itmmba.ac.in
C-439,"institute of technology, nirma university",Gujarat,https://technology.nirmauni.ac.in/
C-21271,institute of technology roorkee (itr),Uttarakhand,https://www.itrroorkee.edu.in
C-21801,"institute of technology & science devobhog road, gariyabandh",Chhattisgarh,https://www.itsraipur.com
C-49600,ipcowala institute of engineering and technology-951,Gujarat,https://www.ipcowaladharmaj.com
